Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID
rattan table lamp,,White,NA,NA,NA,No,No,No,NA,1500,375,White,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,Yes,Lamp,Does not play music,Fluorescent,For sale,FtrRattanLamp_Remake_3_0,3_0,4050
rattan table lamp,,Gray,NA,NA,NA,No,No,No,NA,1500,375,Blue,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,Yes,Lamp,Does not play music,Fluorescent,For sale,FtrRattanLamp_Remake_4_0,4_0,4050
rattan table lamp,,Black,NA,NA,NA,No,No,No,NA,1500,375,Black,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,Yes,Lamp,Does not play music,Fluorescent,For sale,FtrRattanLamp_Remake_5_0,5_0,4050
rattan towel basket,,Brown,NA,NA,NA,No,No,No,NA,1800,450,Brown,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,living room,rattan,None,No,Bathroom Things,Does not play music,No lighting,For sale,FtrRattanBasket_Remake_0_0,0_0,4048
rattan towel basket,,Reddish brown,NA,NA,NA,No,No,No,NA,1800,450,Orange,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,living room,rattan,None,No,Bathroom Things,Does not play music,No lighting,For sale,FtrRattanBasket_Remake_1_0,1_0,4048
rattan towel basket,,Light brown,NA,NA,NA,No,No,No,NA,1800,450,Yellow,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,living room,rattan,None,No,Bathroom Things,Does not play music,No lighting,For sale,FtrRattanBasket_Remake_2_0,2_0,4048
rattan towel basket,,White,NA,NA,NA,No,No,No,NA,1800,450,White,Gray,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,living room,rattan,None,No,Bathroom Things,Does not play music,No lighting,For sale,FtrRattanBasket_Remake_3_0,3_0,4048
rattan towel basket,,Gray,NA,NA,NA,No,No,No,NA,1800,450,Blue,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,living room,rattan,None,No,Bathroom Things,Does not play music,No lighting,For sale,FtrRattanBasket_Remake_4_0,4_0,4048
rattan towel basket,,Black,NA,NA,NA,No,No,No,NA,1800,450,Black,Gray,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,living room,rattan,None,No,Bathroom Things,Does not play music,No lighting,For sale,FtrRattanBasket_Remake_5_0,5_0,4048
ray model,,NA,NA,NA,NA,No,No,No,NA,NFS,9000,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishEiToy,NA,6949
record box,,Black,NA,None,Sticker,No,No,Yes,1,2600,650,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_0_0,0_0,8096
record box,,Black,NA,Logo,Sticker,No,No,Yes,1,2600,650,Black,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_0_1,0_1,8096
record box,,Black,NA,Sunset,Sticker,No,No,Yes,1,2600,650,Black,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_0_2,0_2,8096
record box,,Black,NA,Various,Sticker,No,No,Yes,1,2600,650,Black,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_0_3,0_3,8096
record box,,White,NA,None,Sticker,No,No,Yes,1,2600,650,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_1_0,1_0,8096
record box,,White,NA,Logo,Sticker,No,No,Yes,1,2600,650,White,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_1_1,1_1,8096
record box,,White,NA,Sunset,Sticker,No,No,Yes,1,2600,650,White,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_1_2,1_2,8096
record box,,White,NA,Various,Sticker,No,No,Yes,1,2600,650,White,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_1_3,1_3,8096
record box,,Red,NA,None,Sticker,No,No,Yes,1,2600,650,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_2_0,2_0,8096
record box,,Red,NA,Logo,Sticker,No,No,Yes,1,2600,650,Red,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_2_1,2_1,8096
record box,,Red,NA,Sunset,Sticker,No,No,Yes,1,2600,650,Red,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_2_2,2_2,8096
record box,,Red,NA,Various,Sticker,No,No,Yes,1,2600,650,Red,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_2_3,2_3,8096
record box,,Yellow,NA,None,Sticker,No,No,Yes,1,2600,650,Yellow,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_3_0,3_0,8096
record box,,Yellow,NA,Logo,Sticker,No,No,Yes,1,2600,650,Yellow,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_3_1,3_1,8096
record box,,Yellow,NA,Sunset,Sticker,No,No,Yes,1,2600,650,Yellow,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_3_2,3_2,8096
record box,,Yellow,NA,Various,Sticker,No,No,Yes,1,2600,650,Yellow,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_3_3,3_3,8096
record box,,Green,NA,None,Sticker,No,No,Yes,1,2600,650,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_4_0,4_0,8096
record box,,Green,NA,Logo,Sticker,No,No,Yes,1,2600,650,Green,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_4_1,4_1,8096
record box,,Green,NA,Sunset,Sticker,No,No,Yes,1,2600,650,Green,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_4_2,4_2,8096
record box,,Green,NA,Various,Sticker,No,No,Yes,1,2600,650,Green,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_4_3,4_3,8096
record box,,Blue,NA,None,Sticker,No,No,Yes,1,2600,650,Blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_5_0,5_0,8096
record box,,Blue,NA,Logo,Sticker,No,No,Yes,1,2600,650,Blue,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_5_1,5_1,8096
record box,,Blue,NA,Sunset,Sticker,No,No,Yes,1,2600,650,Blue,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_5_2,5_2,8096
record box,,Blue,NA,Various,Sticker,No,No,Yes,1,2600,650,Blue,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_5_3,5_3,8096
record box,,Gray,NA,None,Sticker,No,No,Yes,1,2600,650,Gray,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_6_0,6_0,8096
record box,,Gray,NA,Logo,Sticker,No,No,Yes,1,2600,650,Gray,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_6_1,6_1,8096
record box,,Gray,NA,Sunset,Sticker,No,No,Yes,1,2600,650,Gray,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_6_2,6_2,8096
record box,,Gray,NA,Various,Sticker,No,No,Yes,1,2600,650,Gray,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_6_3,6_3,8096
record box,,Pink,NA,None,Sticker,No,No,Yes,1,2600,650,Pink,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_7_0,7_0,8096
record box,,Pink,NA,Logo,Sticker,No,No,Yes,1,2600,650,Pink,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_7_1,7_1,8096
record box,,Pink,NA,Sunset,Sticker,No,No,Yes,1,2600,650,Pink,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_7_2,7_2,8096
record box,,Pink,NA,Various,Sticker,No,No,Yes,1,2600,650,Pink,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,concert,living room,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrRecordbox_Remake_7_3,7_3,8096
recycled-can thumb piano,,Unlabeled can,Can,NA,NA,Yes,Yes,No,2,NFS,890,Gray,Yellow,1x1,Crafting,,1.0.0,concert,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,Not for sale,FtrKalimbaCan_Remake_0_0,0_0,7045
recycled-can thumb piano,,Canned olives,Can,NA,NA,Yes,Yes,No,2,NFS,890,Yellow,Green,1x1,Crafting,,1.0.0,concert,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,Not for sale,FtrKalimbaCan_Remake_1_0,1_0,7045
recycled-can thumb piano,,Canned fruit,Can,NA,NA,Yes,Yes,No,2,NFS,890,Green,Orange,1x1,Crafting,,1.0.0,concert,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,Not for sale,FtrKalimbaCan_Remake_2_0,2_0,7045
recycled-can thumb piano,,Canned fish,Can,NA,NA,Yes,Yes,No,2,NFS,890,Blue,Orange,1x1,Crafting,,1.0.0,concert,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,Not for sale,FtrKalimbaCan_Remake_3_0,3_0,7045
recycled-can thumb piano,,Canned pasta sauce,Can,NA,NA,Yes,Yes,No,2,NFS,890,Red,Brown,1x1,Crafting,,1.0.0,concert,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,Not for sale,FtrKalimbaCan_Remake_4_0,4_0,7045
recycled-can thumb piano,,Canned pet food,Can,NA,NA,Yes,Yes,No,2,NFS,890,Black,Brown,1x1,Crafting,,1.0.0,concert,None,None,None,Yes,Musical Instrument,Does not play music,No lighting,Not for sale,FtrKalimbaCan_Remake_5_0,5_0,7045
red dragonfly model,,NA,NA,NA,NA,No,No,No,NA,NFS,540,Red,Red,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectAkiakaneToy,NA,7050
red snapper model,,NA,NA,NA,NA,No,No,No,NA,NFS,9000,Red,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishTaiToy,NA,7020
revolving spice rack,,Brown,NA,NA,NA,No,No,No,NA,1400,350,Beige,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrSeasoning_Remake_0_0,0_0,1125
revolving spice rack,,Orange,NA,NA,NA,No,No,No,NA,1400,350,Orange,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrSeasoning_Remake_1_0,1_0,1125
revolving spice rack,,White,NA,NA,NA,No,No,No,NA,1400,350,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Kitchen Things,Does not play music,No lighting,For sale,FtrSeasoning_Remake_2_0,2_0,1125
ribbon eel model,,NA,NA,NA,NA,No,No,No,NA,NFS,1800,Blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishHanahigeutuboToy,NA,6955
rice cooker,,White,NA,NA,NA,No,No,No,NA,2500,625,White,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrRiceCooker_Remake_0_0,0_0,1888
rice cooker,,Silver,NA,NA,NA,No,No,No,NA,2500,625,Gray,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrRiceCooker_Remake_1_0,1_0,1888
rice cooker,,Brown,NA,NA,NA,No,No,No,NA,2500,625,Brown,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrRiceCooker_Remake_2_0,2_0,1888
rice cooker,,Berry red,NA,NA,NA,No,No,No,NA,2500,625,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrRiceCooker_Remake_3_0,3_0,1888
rice cooker,,Black,NA,NA,NA,No,No,No,NA,2500,625,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,Does not play music,No lighting,For sale,FtrRiceCooker_Remake_4_0,4_0,1888
rice grasshopper model,,NA,NA,NA,NA,No,No,No,NA,NFS,1200,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectInagoToy,NA,7067
ring,,Red,NA,NA,NA,No,No,No,NA,69000,17250,Red,Light blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,Does not play music,No lighting,For sale,FtrRing_Remake_0_0,0_0,1889
ring,,Blue,NA,NA,NA,No,No,No,NA,69000,17250,Blue,Light blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,Does not play music,No lighting,For sale,FtrRing_Remake_1_0,1_0,1889
ring,,Green,NA,NA,NA,No,No,No,NA,69000,17250,Green,Red,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,Does not play music,No lighting,For sale,FtrRing_Remake_2_0,2_0,1889
ring,,White,NA,NA,NA,No,No,No,NA,69000,17250,White,Pink,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,Does not play music,No lighting,For sale,FtrRing_Remake_3_0,3_0,1889
ring,,Turquoise,NA,NA,NA,No,No,No,NA,69000,17250,Light blue,Yellow,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,Does not play music,No lighting,For sale,FtrRing_Remake_4_0,4_0,1889
ring,,Brown,NA,NA,NA,No,No,No,NA,69000,17250,Brown,Green,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,Does not play music,No lighting,For sale,FtrRing_Remake_5_0,5_0,1889
ring,,Black,NA,NA,NA,No,No,No,NA,69000,17250,Black,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,Does not play music,No lighting,For sale,FtrRing_Remake_6_0,6_0,1889
ring,,Pink,NA,NA,NA,No,No,No,NA,69000,17250,Pink,Light blue,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,expensive,fancy,None,None,Yes,Beauty,Does not play music,No lighting,For sale,FtrRing_Remake_7_0,7_0,1889
ringtoss,,Natural,Paint color,NA,NA,Yes,Yes,No,1,NFS,480,Orange,Beige,1x1,Crafting,,1.0.0,child's room,fancy,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrQuoits_Remake_0_0,0_0,88
ringtoss,,Colorful,Paint color,NA,NA,Yes,Yes,No,1,NFS,480,Red,Colorful,1x1,Crafting,,1.0.0,child's room,fancy,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrQuoits_Remake_1_0,1_0,88
ringtoss,,Pastel,Paint color,NA,NA,Yes,Yes,No,1,NFS,480,Pink,Colorful,1x1,Crafting,,1.0.0,child's room,fancy,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrQuoits_Remake_2_0,2_0,88
ringtoss,,Cool,Paint color,NA,NA,Yes,Yes,No,1,NFS,480,Blue,Colorful,1x1,Crafting,,1.0.0,child's room,fancy,None,None,No,Toy,Does not play music,No lighting,Not for sale,FtrQuoits_Remake_3_0,3_0,88
robust cicada model,,NA,NA,NA,NA,No,No,No,NA,NFS,900,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectMinminzemiToy,NA,7081
rosalia batesi beetle model,,NA,NA,NA,NA,No,No,No,NA,NFS,9000,Blue,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectRuriboshikamikiriToy,NA,7119
rotary phone,,Black,NA,NA,NA,No,No,No,NA,640,160,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_0_0,0_0,4029
rotary phone,,White,NA,NA,NA,No,No,No,NA,640,160,Beige,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_1_0,1_0,4029
rotary phone,,Green,NA,NA,NA,No,No,No,NA,640,160,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_2_0,2_0,4029
rotary phone,,Blue,NA,NA,NA,No,No,No,NA,640,160,Blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_3_0,3_0,4029
rotary phone,,Red,NA,NA,NA,No,No,No,NA,640,160,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_4_0,4_0,4029
rotary phone,,Yellow,NA,NA,NA,No,No,No,NA,640,160,Yellow,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_5_0,5_0,4029
rotary phone,,Orange,NA,NA,NA,No,No,No,NA,640,160,Orange,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_6_0,6_0,4029
rotary phone,,Silver,NA,NA,NA,No,No,No,NA,640,160,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Home Appliances,Does not play music,No lighting,For sale,FtrPhoneDial_Remake_7_0,7_0,4029
saddled bichir model,,NA,NA,NA,NA,No,No,No,NA,NFS,12000,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishEndorikeriiToy,NA,6950
salmon model,,NA,NA,NA,NA,No,No,No,NA,NFS,2100,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishSakeToy,NA,7012
saw shark model,,NA,NA,NA,NA,No,No,No,NA,NFS,36000,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishNokogirizameToy,NA,7002
saw stag model,,NA,NA,NA,NA,No,No,No,NA,NFS,6000,Brown,Brown,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectNokogirikuwagataToy,NA,5922
scarab beetle model,,NA,NA,NA,NA,No,No,No,NA,NFS,30000,Beige,Beige,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectPurachinakoganeToy,NA,5929
Scorpio lamp,,NA,NA,NA,NA,Yes,No,No,NA,NFS,22125,Yellow,White,1x1,Crafting,,1.0.0,expensive,horror,stars,None,Yes,Lamp,Does not play music,Fluorescent,Not for sale,FtrZodiacScorpio,NA,5962
scorpion model,,NA,NA,NA,NA,No,No,No,NA,NFS,24000,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Does not play music,No lighting,Not for sale,FtrInsectSasoriToy,NA,7094
sea bass model,,NA,NA,NA,NA,No,No,No,NA,NFS,1200,Gray,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishSuzukiToy,NA,7018
sea butterfly model,,NA,NA,NA,NA,No,No,No,NA,NFS,3000,White,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishKurioneToy,NA,6982
sea globe,,NA,NA,NA,NA,No,No,No,NA,1200,300,Light blue,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,ocean,None,None,Yes,Seasonal Decor,Does not play music,No lighting,For sale,FtrSeaglobe,NA,1124
sea horse model,,NA,NA,NA,NA,No,No,No,NA,NFS,3300,Orange,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Does not play music,No lighting,Not for sale,FtrFishTatsunootoshigoToy,NA,7021
sewing machine,,White,NA,NA,NA,No,No,No,NA,2100,525,White,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_0_0,0_0,1128
sewing machine,,Blue,NA,NA,NA,No,No,No,NA,2100,525,Light blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_1_0,1_0,1128
sewing machine,,Red,NA,NA,NA,No,No,No,NA,2100,525,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_2_0,2_0,1128
sewing machine,,Pink,NA,NA,NA,No,No,No,NA,2100,525,Pink,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_3_0,3_0,1128
sewing machine,,Yellow,NA,NA,NA,No,No,No,NA,2100,525,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_4_0,4_0,1128
sewing machine,,Green,NA,NA,NA,No,No,No,NA,2100,525,Green,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Sewing Table,Does not play music,No lighting,For sale,FtrSewingmachine_Remake_5_0,5_0,1128
