Name,Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Style,Catalog,Primary Shape,Secondary Shape,Filename,Internal ID
Labelle dress,,Passion,No,3400,850,Red,Black,1x1,Labelle,,1.0.0,Elegant,For sale,A-line,N,TopsTexOnepieceAlineNKate2,11727
Labelle dress,,Ocean,No,3400,850,Blue,Black,1x1,Labelle,,1.0.0,Elegant,For sale,A-line,N,TopsTexOnepieceAlineNKate3,11728
Labelle dress,,Sunset,No,3400,850,Yellow,Black,1x1,Labelle,,1.0.0,Elegant,For sale,A-line,N,TopsTexOnepieceAlineNKate4,11729
Labelle dress,,Love,No,3400,850,Pink,Black,1x1,Labelle,,1.0.0,Elegant,For sale,A-line,N,TopsTexOnepieceAlineNKate5,11730
Labelle dress,,Twilight,No,3400,850,Purple,Black,1x1,Labelle,,1.0.0,Elegant,For sale,A-line,N,TopsTexOnepieceAlineNKate0,9877
lace-up dress,,Purple,No,2500,625,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,L,TopsTexOnepieceBalloonLLolita2,8680
lace-up dress,,Blue,No,2500,625,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,L,TopsTexOnepieceBalloonLLolita1,8679
lace-up dress,,Pink,No,2500,625,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,L,TopsTexOnepieceBalloonLLolita0,3070
lacy dress,,Yellow,No,1520,380,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,A-line,N,TopsTexOnepieceAlineNLace1,8364
lacy dress,,Pink,No,1520,380,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,A-line,N,TopsTexOnepieceAlineNLace2,8365
lacy dress,,Blue,No,1520,380,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,A-line,N,TopsTexOnepieceAlineNLace0,4737
layered sleeveless dress,,Moss green,No,1200,300,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Box,N,TopsTexOnepieceBoxNLayered0,4466
layered sleeveless dress,,Orange,No,1200,300,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Box,N,TopsTexOnepieceBoxNLayered1,8377
layered sleeveless dress,,Pink,No,1200,300,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Box,N,TopsTexOnepieceBoxNLayered2,8378
layered tank dress,,Beige,No,1200,300,Beige,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Box,H,TopsTexOnepieceBoxHLayercamisoleBeige,4167
layered tank dress,,Blue,No,1200,300,Blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Box,H,TopsTexOnepieceBoxHLayercamisoleBlue,4168
layered tank dress,,Brown,No,1200,300,Brown,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Box,H,TopsTexOnepieceBoxHLayercamisoleBrown,4169
layered tank dress,,Berry red,No,1200,300,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Box,H,TopsTexOnepieceBoxHLayercamisoleRouge,2704
leaf-egg outfit,,None,Yes,NFS,1200,Green,Green,1x1,Crafting,Obtained after collecting Leaf Eggs during Bunny Day Event,1.1.0a,Active,Not for sale,Rib,N,TopsTexOnepieceRibNEggleaf0,12451
linen dress,,Black,No,1600,400,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,A-line,H,TopsTexOnepieceAlineHLinen0,4265
linen dress,,Red,No,1600,400,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,A-line,H,TopsTexOnepieceAlineHLinen1,8586
linen dress,,Mustard,No,1600,400,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,A-line,H,TopsTexOnepieceAlineHLinen2,8587
linen dress,,White,No,1600,400,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,A-line,H,TopsTexOnepieceAlineHLinen3,8588
linen dress,,Blue,No,1600,400,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,A-line,H,TopsTexOnepieceAlineHLinen4,8589
lively plaid dress,,Green,No,1800,450,Green,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,A-line,H,TopsTexOnepieceAlineHPlaid0,9504
long chenille cardigan,,Blue,No,2000,500,Blue,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Rib,L,TopsTexOnepieceRibLCardigan1,8026
long chenille cardigan,,Pink,No,2000,500,Pink,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Rib,L,TopsTexOnepieceRibLCardigan2,8027
long chenille cardigan,,Green,No,2000,500,Green,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Rib,L,TopsTexOnepieceRibLCardigan3,8028
long chenille cardigan,,Mustard,No,2000,500,Yellow,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Rib,L,TopsTexOnepieceRibLCardigan0,4674
long denim cardigan,,Gray,No,2000,500,Blue,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Box,L,TopsTexOnepieceBoxLMuffler0,4555
long denim cardigan,,Pink,No,2000,500,Blue,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Box,L,TopsTexOnepieceBoxLMuffler1,8504
long denim cardigan,,Yellow,No,2000,500,Light blue,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Box,L,TopsTexOnepieceBoxLMuffler2,8505
long down coat,,Beige,No,1900,475,Beige,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,A-long,L,TopsTexOnepieceAlongLDowncoat4,8329
long down coat,,Black,No,1900,475,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,A-long,L,TopsTexOnepieceAlongLDowncoat0,4589
long down coat,,Green,No,1900,475,Green,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,A-long,L,TopsTexOnepieceAlongLDowncoat1,8326
long down coat,,White,No,1900,475,White,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,A-long,L,TopsTexOnepieceAlongLDowncoat2,8327
long down coat,,Purple,No,1900,475,Purple,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,A-long,L,TopsTexOnepieceAlongLDowncoat3,8328
long pleather coat,,Black,No,1840,460,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,A-long,L,TopsTexOnepieceAlongLLeathercoat0,4360
long pleather coat,,Purple,No,1840,460,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,A-long,L,TopsTexOnepieceAlongLLeathercoat1,9301
long pleather coat,,Brown,No,1840,460,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,A-long,L,TopsTexOnepieceAlongLLeathercoat2,9302
loose fall dress,,Peacock blue,No,1800,450,Green,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLAutumncheck1,8954
loose fall dress,,Orange,No,1800,450,Orange,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLAutumncheck2,8955
loose fall dress,,Blue,No,1800,450,Blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLAutumncheck3,8956
loose fall dress,,Red,No,1800,450,Red,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLAutumncheck0,4396
mage's robe,,Black,No,4000,1000,Black,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,A-long,L,TopsTexOnepieceAlongLWitch0,3492
mage's robe,,Blue,No,4000,1000,Blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,A-long,L,TopsTexOnepieceAlongLWitch1,8686
mage's robe,,White,No,4000,1000,White,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,A-long,L,TopsTexOnepieceAlongLWitch2,8687
mage's robe,,Red,No,4000,1000,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,A-long,L,TopsTexOnepieceAlongLWitch3,8688
magical dress,,Yellow,No,3180,795,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical1,8692
magical dress,,Green,No,3180,795,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical2,8693
magical dress,,Blue,No,3180,795,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical3,8694
magical dress,,Red,No,3180,795,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical4,8695
magical dress,,Purple,No,3180,795,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical5,8696
magical dress,,Black,No,3180,795,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical6,8697
magical dress,,Light blue,No,3180,795,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical7,8698
magical dress,,Pink,No,3180,795,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical0,4332
maid dress,,Red,No,2320,580,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid2,8257
maid dress,,Brown,No,2320,580,Brown,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid3,8258
maid dress,,Mint,No,2320,580,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid4,8259
maid dress,,Black,No,2320,580,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid0,3138
maid dress,,Pink,No,2320,580,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid5,8260
maid dress,,Purple,No,2320,580,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid6,8261
maid dress,,Yellow,No,2320,580,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid7,8262
maid dress,,Green,No,2320,580,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid1,8256
marble-dots dress,,Black,No,1500,375,Black,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,A-line,N,TopsTexOnepieceAlineNMarbledot0,8187
marble-dots dress,,White,No,1500,375,White,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,A-line,N,TopsTexOnepieceAlineNMarbledot1,8295
marble-print dress,,Pink,No,1500,375,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLMarble1,7926
marble-print dress,,Green,No,1500,375,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLMarble2,7927
marble-print dress,,Orange,No,1500,375,Orange,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLMarble3,7928
marble-print dress,,Purple,No,1500,375,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLMarble4,7929
marble-print dress,,Blue,No,1500,375,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Box,L,TopsTexOnepieceBoxLMarble0,4655
mariachi clothing,,Navy blue,No,2520,630,Blue,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Overall,L,TopsTexOnepieceOverallLMariachi0,4653
mariachi clothing,,Green,No,2520,630,Green,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Overall,L,TopsTexOnepieceOverallLMariachi1,8164
mariachi clothing,,Beige,No,2520,630,Beige,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Overall,L,TopsTexOnepieceOverallLMariachi2,8165
mariachi clothing,,Red,No,2520,630,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Overall,L,TopsTexOnepieceOverallLMariachi3,8166
mariachi clothing,,Blue,No,2520,630,Blue,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Overall,L,TopsTexOnepieceOverallLMariachi4,8167
mariachi clothing,,Orange,No,2520,630,Orange,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Overall,L,TopsTexOnepieceOverallLMariachi5,8168
maxi shirtdress,,Yellow,No,2000,500,Yellow,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,B-long,L,TopsTexOnepieceBlongLShirt0,4520
maxi shirtdress,,Red,No,2000,500,Red,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,B-long,L,TopsTexOnepieceBlongLShirt1,8957
maxi shirtdress,,Light blue,No,2000,500,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,B-long,L,TopsTexOnepieceBlongLShirt3,8959
maxi shirtdress,,White,No,2000,500,Beige,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,B-long,L,TopsTexOnepieceBlongLShirt4,8960
maxi shirtdress,,Pink,No,2000,500,Pink,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,B-long,L,TopsTexOnepieceBlongLShirt5,8961
maxi shirtdress,,Green,No,2000,500,Green,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,B-long,L,TopsTexOnepieceBlongLShirt2,8958
miko attire,,Vermilion,No,2240,560,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Kimono,L,TopsTexOnepieceKimonoLMiko0,4292
miko attire,,Aqua,No,2240,560,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Kimono,L,TopsTexOnepieceKimonoLMiko1,8981
milkmaid dress,,Green,No,2520,630,Black,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Dress,H,TopsTexOnepieceDressHHolland1,8157
milkmaid dress,,Blue,No,2520,630,Black,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Dress,H,TopsTexOnepieceDressHHolland2,8158
milkmaid dress,,Red,No,2520,630,Black,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,Dress,H,TopsTexOnepieceDressHHolland0,3614
moldy dress,,Beige,No,NFS,10,Beige,Beige,1x1,Recycle bin,,1.0.0,Simple,Not for sale,A-line,L,TopsTexOnepieceAlineLMold,3576
morning-glory yukata,,Aqua,No,2280,570,Light blue,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Kimono,L,TopsTexOnepieceKimonoLAsagao0,5823
morning-glory yukata,,Pale green,No,2280,570,Light blue,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Kimono,L,TopsTexOnepieceKimonoLAsagao2,9000
morning-glory yukata,,Dark blue,No,2280,570,Blue,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Kimono,L,TopsTexOnepieceKimonoLAsagao3,9001
morning-glory yukata,,White,No,2280,570,White,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,For sale,Kimono,L,TopsTexOnepieceKimonoLAsagao1,8999
mummy outfit,,White,No,700,175,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,For sale,Overall,L,TopsTexOnepieceOverallLMummyWhite,3607
mysterious dress,,Red,No,3120,780,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,A-long,L,TopsTexOnepieceAlongLGothic2,8690
mysterious dress,,Purple,No,3120,780,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,A-long,L,TopsTexOnepieceAlongLGothic0,3573
mysterious dress,,Black,No,3120,780,Black,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,For sale,A-long,L,TopsTexOnepieceAlongLGothic1,8689
nightgown,,Pink,No,2100,525,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,A-long,H,TopsTexOnepieceAlongHNegligee1,8137
nightgown,,Blue,No,2100,525,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,A-long,H,TopsTexOnepieceAlongHNegligee0,4248
nightgown,,Purple,No,2100,525,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,A-long,H,TopsTexOnepieceAlongHNegligee2,11935
nightgown,,Beige,No,2100,525,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,A-long,H,TopsTexOnepieceAlongHNegligee3,11936
nightgown,,White,No,2100,525,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,For sale,A-long,H,TopsTexOnepieceAlongHNegligee4,11937
ninja costume,,Aqua,No,2240,560,Light blue,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLNinja4,9210
ninja costume,,Green,No,2240,560,Green,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLNinja5,9211
ninja costume,,Yellow,No,2240,560,Yellow,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLNinja6,9212
ninja costume,,Orange,No,2240,560,Orange,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLNinja7,9213
ninja costume,,Dark blue,No,2240,560,Blue,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLNinja0,3460
ninja costume,,Gray,No,2240,560,Black,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLNinja1,9207
ninja costume,,Red,No,2240,560,Red,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLNinja2,9208
ninja costume,,Purple,No,2240,560,Purple,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,Overall,L,TopsTexOnepieceOverallLNinja3,9209
noble dress,,Green,No,5200,1300,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Dress,L,TopsTexOnepieceDressLNoble0,5798
noble dress,,Purple,No,5200,1300,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Dress,L,TopsTexOnepieceDressLNoble5,7430
noble dress,,Yellow,No,5200,1300,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Dress,L,TopsTexOnepieceDressLNoble6,7431
noble dress,,Red,No,5200,1300,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Dress,L,TopsTexOnepieceDressLNoble7,7432
noble dress,,Ruby red,No,5200,1300,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Dress,L,TopsTexOnepieceDressLNoble1,7426
noble dress,,White,No,5200,1300,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Dress,L,TopsTexOnepieceDressLNoble2,7427
noble dress,,Blue,No,5200,1300,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Dress,L,TopsTexOnepieceDressLNoble3,7428
noble dress,,Black,No,5200,1300,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,For sale,Dress,L,TopsTexOnepieceDressLNoble4,7429
noble zap suit,,Pink,No,2760,690,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,A-line,L,TopsTexOnepieceAlineLHeroine0,3159
noble zap suit,,Blue,No,2760,690,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,A-line,L,TopsTexOnepieceAlineLHeroine1,9481
noble zap suit,,Green,No,2760,690,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,A-line,L,TopsTexOnepieceAlineLHeroine2,9482
noble zap suit,,Red,No,2760,690,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,A-line,L,TopsTexOnepieceAlineLHeroine3,9483
noble zap suit,,Yellow,No,2760,690,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,A-line,L,TopsTexOnepieceAlineLHeroine4,9484
noble zap suit,,Black,No,2760,690,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,A-line,L,TopsTexOnepieceAlineLHeroine5,9485
noble zap suit,,Silver,No,2760,690,Gray,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,A-line,L,TopsTexOnepieceAlineLHeroine6,9486
noble zap suit,,White,No,2760,690,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,For sale,A-line,L,TopsTexOnepieceAlineLHeroine7,9487
nurse's dress uniform,,White,No,2200,550,White,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,Box,H,TopsTexOnepieceBoxHNurse1,7792
nurse's dress uniform,,Blue,No,2200,550,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,Box,H,TopsTexOnepieceBoxHNurse2,7793
nurse's dress uniform,,Pink,No,2200,550,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,Box,H,TopsTexOnepieceBoxHNurse0,3347
office uniform,,Blue,No,1600,400,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,Box,L,TopsTexOnepieceBoxLOffice0,4336
office uniform,,Pink,No,1600,400,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,Box,L,TopsTexOnepieceBoxLOffice1,9030
office uniform,,Gray,No,1600,400,Gray,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,For sale,Box,L,TopsTexOnepieceBoxLOffice2,9031
old commoner's kimono,,Blue,No,1920,480,Blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Kimono,L,TopsTexOnepieceKimonoLShitamachi1,8996
old commoner's kimono,,Green,No,1920,480,Green,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Kimono,L,TopsTexOnepieceKimonoLShitamachi2,8997
old commoner's kimono,,Red,No,1920,480,Red,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Kimono,L,TopsTexOnepieceKimonoLShitamachi3,8998
old commoner's kimono,,Golden yellow,No,1920,480,Yellow,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,For sale,Kimono,L,TopsTexOnepieceKimonoLShitamachi0,5801
orange dress,,Orange,Yes,NFS,1600,Orange,Yellow,1x1,Crafting,,1.0.0,Cute,Not for sale,A-line,N,TopsTexOnepieceAlineNOrange,3288
overall dress,,Yellow,No,2000,500,Yellow,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Box,H,TopsTexOnepieceBoxHJumperskirt1,4164
overall dress,,Beige,No,2000,500,Beige,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Box,H,TopsTexOnepieceBoxHJumperskirt2,4165
overall dress,,Red,No,2000,500,Red,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Box,H,TopsTexOnepieceBoxHJumperskirt3,4166
overall dress,,Green,No,2000,500,Green,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Box,H,TopsTexOnepieceBoxHJumperskirt4,9012
overall dress,,Denim,No,2000,500,Blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,For sale,Box,H,TopsTexOnepieceBoxHJumperskirt0,3059
oversized print dress,,Blue,No,1800,450,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,Box,N,TopsTexOnepieceBoxNStandard1,7917
oversized print dress,,Green,No,1800,450,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,For sale,Box,N,TopsTexOnepieceBoxNStandard2,7918
